,Ticker,Company,Sector,Industry,Country
367,APH,Amphenol Corporation,Technology,Electronic Components,USA
368,API,"Agora, Inc.",Technology,Software - Application,China
369,APLE,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,USA
370,APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
371,APLT,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,USA
372,APM,Aptorum Group Limited,Healthcare,Biotechnology,United Kingdom
373,APO,"Apollo Global Management, Inc.",Financial,Asset Management,USA
374,APOG,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,USA
375,APOP,Cellect Biotechnology Ltd.,Healthcare,Biotechnology,Israel
376,APP,AppLovin Corporation,Technology,Software - Application,USA
377,APPF,"AppFolio, Inc.",Technology,Software - Application,USA
378,APPH,"AppHarvest, Inc.",Consumer Defensive,Farm Products,USA
379,APPN,Appian Corporation,Technology,Software - Infrastructure,USA
380,APPS,"Digital Turbine, Inc.",Technology,Software - Application,USA
381,APR,"Apria, Inc.",Healthcare,Medical Instruments & Supplies,USA
382,APRE,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology,USA
383,APRN,"Blue Apron Holdings, Inc.",Consumer Cyclical,Internet Retail,USA
384,APSG,Apollo Strategic Growth Capital,Financial,Shell Companies,USA
385,APT,"Alpha Pro Tech, Ltd.",Industrials,Building Products & Equipment,Canada
386,APTO,Aptose Biosciences Inc.,Healthcare,Biotechnology,Canada
387,APTS,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA
388,APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,Ireland
389,APTX,Aptinyx Inc.,Healthcare,Biotechnology,USA
390,APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology,USA
391,APWC,Asia Pacific Wire & Cable Corporation Limited,Industrials,Electrical Equipment & Parts,Taiwan
392,APXT,Apex Technology Acquisition Corporation,Financial,Shell Companies,USA
393,APYX,Apyx Medical Corporation,Healthcare,Medical Devices,USA
394,AQB,"AquaBounty Technologies, Inc.",Consumer Defensive,Farm Products,USA
395,AQMS,"Aqua Metals, Inc.",Industrials,Waste Management,USA
396,AQN,Algonquin Power & Utilities Corp.,Utilities,Utilities - Renewable,Canada
397,AQST,"Aquestive Therapeutics, Inc.",Healthcare,Biotechnology,USA
398,AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA
399,AR,Antero Resources Corporation,Energy,Oil & Gas E&P,USA
400,ARAV,"Aravive, Inc.",Healthcare,Biotechnology,USA
401,ARAY,Accuray Incorporated,Healthcare,Medical Devices,USA
402,ARBGU,Aequi Acquisition Corp.,Financial,Shell Companies,USA
403,ARC,"ARC Document Solutions, Inc.",Industrials,Specialty Business Services,USA
404,ARCB,ArcBest Corporation,Industrials,Trucking,USA
405,ARCC,Ares Capital Corporation,Financial,Asset Management,USA
406,ARCE,Arco Platform Limited,Consumer Defensive,Education & Training Services,Brazil
407,ARCH,"Arch Resources, Inc.",Energy,Thermal Coal,USA
408,ARCO,Arcos Dorados Holdings Inc.,Consumer Cyclical,Restaurants,Uruguay
409,ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,USA
410,ARD,Ardagh Group S.A.,Consumer Cyclical,Packaging & Containers,Luxembourg
411,ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",Financial,Asset Management,USA
412,ARDS,"Aridis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
413,ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology,USA
414,ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,USA
415,AREC,American Resources Corporation,Energy,Thermal Coal,USA
416,ARES,Ares Management Corporation,Financial,Asset Management,USA
417,ARGO,"Argo Group International Holdings, Ltd.",Financial,Insurance - Property & Casualty,Bermuda
418,ARGX,argenx SE,Healthcare,Biotechnology,Netherlands
419,ARI,"Apollo Commercial Real Estate Finance, Inc.",Real Estate,REIT - Mortgage,USA
420,ARKO,Arko Corp.,Consumer Defensive,Grocery Stores,USA
421,ARKR,Ark Restaurants Corp.,Consumer Cyclical,Restaurants,USA
422,ARL,"American Realty Investors, Inc.",Real Estate,Real Estate - Development,USA
423,ARLO,"Arlo Technologies, Inc.",Industrials,Security & Protection Services,USA
424,ARLP,"Alliance Resource Partners, L.P.",Energy,Thermal Coal,USA
425,ARMK,Aramark,Consumer Cyclical,Restaurants,USA
426,ARMP,Armata Pharmaceuticals Inc.,Healthcare,Biotechnology,USA
427,ARNA,"Arena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
428,ARNC,Arconic Corporation,Industrials,Metal Fabrication,USA
429,AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,USA
430,AROW,Arrow Financial Corporation,Financial,Banks - Regional,USA
431,ARPO,"Aerpio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
432,ARQT,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology,USA
433,ARR,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,USA
434,ARRW,Arrowroot Acquisition Corp.,Financial,Shell Companies,USA
435,ARRWU,Arrowroot Acquisition Corp.,Financial,Shell Companies,USA
436,ARRY,"Array Technologies, Inc.",Technology,Solar,USA
437,ARTL,"Artelo Biosciences, Inc.",Healthcare,Biotechnology,USA
438,ARTNA,Artesian Resources Corporation,Utilities,Utilities - Regulated Water,USA
439,ARTW,"Art's-Way Manufacturing Co., Inc.",Industrials,Farm & Heavy Construction Machinery,USA
440,ARVL,Arrival,Consumer Cyclical,Auto Manufacturers,Luxembourg
441,ARVN,"Arvinas, Inc.",Healthcare,Biotechnology,USA
442,ARW,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution,USA
443,ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
444,ARYA,ARYA Sciences Acquisition Corp III,Financial,Shell Companies,USA
445,ARYD,ARYA Sciences Acquisition Corp IV,Financial,Shell Companies,USA
446,ASA,ASA Gold and Precious Metals Limited,Financial,Asset Management,USA
447,ASAN,"Asana, Inc.",Technology,Software - Application,USA
448,ASAXU,Astrea Acquisition Corp.,Financial,Shell Companies,USA
449,ASB,Associated Banc-Corp,Financial,Banks - Regional,USA
450,ASC,Ardmore Shipping Corporation,Energy,Oil & Gas Midstream,Bermuda
451,ASG,"Liberty All-Star Growth Fund, Inc.",Financial,Closed-End Fund - Equity,USA
452,ASGN,ASGN Incorporated,Industrials,Staffing & Employment Services,USA
453,ASH,Ashland Global Holdings Inc.,Basic Materials,Chemicals,USA
454,ASIX,AdvanSix Inc.,Basic Materials,Chemicals,USA
455,ASLE,AerSale Corporation,Industrials,Airports & Air Services,USA
456,ASLN,ASLAN Pharmaceuticals Limited,Healthcare,Biotechnology,Singapore
457,ASM,Avino Silver & Gold Mines Ltd.,Basic Materials,Silver,Canada
458,ASMB,"Assembly Biosciences, Inc.",Healthcare,Biotechnology,USA
459,ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,Netherlands
460,ASND,Ascendis Pharma A/S,Healthcare,Biotechnology,Denmark
461,ASO,"Academy Sports and Outdoors, Inc.",Consumer Cyclical,Specialty Retail,USA
462,ASPCU,Alpha Capital Acquisition Company,Financial,Shell Companies,USA
463,ASPL,Aspirational Consumer Lifestyle Corp.,Financial,Shell Companies,Singapore
464,ASPN,"Aspen Aerogels, Inc.",Industrials,Building Products & Equipment,USA
465,ASPS,Altisource Portfolio Solutions S.A.,Financial,Mortgage Finance,Luxembourg
466,ASPU,"Aspen Group, Inc.",Consumer Defensive,Education & Training Services,USA
467,ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Industrials,Airports & Air Services,Mexico
468,ASRT,"Assertio Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
469,ASRV,"AmeriServ Financial, Inc.",Financial,Banks - Regional,USA
470,ASTC,Astrotech Corporation,Industrials,Aerospace & Defense,USA
471,ASTE,"Astec Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,USA
472,ASTS,"AST SpaceMobile, Inc.",Communication Services,Telecom Services,USA
473,ASUR,"Asure Software, Inc.",Technology,Software - Application,USA
474,ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,Taiwan
475,ASXC,"Asensus Surgical, Inc.",Healthcare,Medical Devices,USA
476,ASYS,"Amtech Systems, Inc.",Technology,Semiconductor Equipment & Materials,USA
477,ASZ,Austerlitz Acquisition Corporation II,Financial,Shell Companies,USA
478,ATAC,Altimar Acquisition Corporation,Financial,Shell Companies,USA
479,ATAX,"America First Multifamily Investors, L.P.",Financial,Mortgage Finance,USA
480,ATC,Atotech Limited,Technology,Electronic Components,United Kingdom
481,ATCO,Atlas Corp.,Financial,Asset Management,United Kingdom
482,ATCX,"Atlas Technical Consultants, Inc.",Industrials,Engineering & Construction,USA
483,ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Devices,USA
484,ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,USA
485,ATER,"Aterian, Inc.",Technology,Consumer Electronics,USA
486,ATEX,Anterix Inc.,Communication Services,Telecom Services,USA
487,ATGE,Adtalem Global Education Inc.,Consumer Defensive,Education & Training Services,USA
488,ATH,Athene Holding Ltd.,Financial,Insurance - Diversified,Bermuda
489,ATHA,"Athira Pharma, Inc.",Healthcare,Biotechnology,USA
490,ATHE,Alterity Therapeutics Limited,Healthcare,Biotechnology,Australia
491,ATHM,Autohome Inc.,Communication Services,Internet Content & Information,China
492,ATHX,"Athersys, Inc.",Healthcare,Biotechnology,USA
493,ATI,Allegheny Technologies Incorporated,Industrials,Metal Fabrication,USA
494,ATIF,ATIF Holdings Limited,Financial,Capital Markets,USA
495,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,USA
496,ATLC,Atlanticus Holdings Corporation,Financial,Credit Services,USA
497,ATLO,Ames National Corporation,Financial,Banks - Regional,USA
498,ATMR,Altimar Acquisition Corp. II,Financial,Shell Companies,USA
499,ATNF,180 Life Sciences Corp.,Healthcare,Biotechnology,USA
500,ATNI,"ATN International, Inc.",Communication Services,Telecom Services,USA
501,ATNM,"Actinium Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
502,ATNX,"Athenex, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
503,ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,USA
504,ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials,USA
505,ATOS,"Atossa Therapeutics, Inc.",Healthcare,Biotechnology,USA
506,ATR,"AptarGroup, Inc.",Consumer Cyclical,Packaging & Containers,USA
507,ATRA,"Atara Biotherapeutics, Inc.",Healthcare,Biotechnology,USA
508,ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies,USA
509,ATRI,Atrion Corporation,Healthcare,Medical Instruments & Supplies,USA
510,ATRO,Astronics Corporation,Industrials,Aerospace & Defense,USA
511,ATRS,"Antares Pharma, Inc.",Healthcare,Medical Instruments & Supplies,USA
512,ATSG,"Air Transport Services Group, Inc.",Industrials,Integrated Freight & Logistics,USA
513,ATSPT,Archimedes Tech SPAC Partners Co.,Financial,Shell Companies,USA
514,ATSPU,Archimedes Tech SPAC Partners Co.,Financial,Shell Companies,USA
515,ATTO,Atento S.A.,Industrials,Specialty Business Services,Luxembourg
516,ATUS,"Altice USA, Inc.",Communication Services,Telecom Services,USA
517,ATVCU,Tribe Capital Growth Corp I,Financial,Shell Companies,USA
518,ATVI,"Activision Blizzard, Inc.",Communication Services,Electronic Gaming & Multimedia,USA
519,ATXI,"Avenue Therapeutics, Inc.",Healthcare,Biotechnology,USA
520,AU,AngloGold Ashanti Limited,Basic Materials,Gold,South Africa
521,AUB,Atlantic Union Bankshares Corporation,Financial,Banks - Regional,USA
522,AUBN,"Auburn National Bancorporation, Inc.",Financial,Banks - Regional,USA
523,AUD,"Audacy, Inc.",Communication Services,Broadcasting,USA
524,AUDC,AudioCodes Ltd.,Technology,Communication Equipment,Israel
525,AUMN,Golden Minerals Company,Basic Materials,Other Precious Metals & Mining,USA
526,AUPH,Aurinia Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada
527,AURCU,Aurora Acquisition Corp.,Financial,Shell Companies,United Kingdom
528,AUS,Austerlitz Acquisition Corporation I,Financial,Shell Companies,USA
529,AUTL,Autolus Therapeutics plc,Healthcare,Biotechnology,United Kingdom
530,AUTO,"AutoWeb, Inc.",Communication Services,Internet Content & Information,USA
531,AUUD,Auddia Inc.,Technology,Software - Application,USA
532,AUVI,"Applied UV, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
533,AUY,Yamana Gold Inc.,Basic Materials,Gold,Canada
534,AVA,Avista Corporation,Utilities,Utilities - Diversified,USA
535,AVAH,Aveanna Healthcare Holdings Inc.,Healthcare,Medical Care Facilities,USA
536,AVAL,Grupo Aval Acciones y Valores S.A.,Financial,Banks - Regional,Colombia
537,AVAN,Avanti Acquisition Corp.,Financial,Shell Companies,Cayman Islands
538,AVAV,"AeroVironment, Inc.",Industrials,Aerospace & Defense,USA
539,AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,USA
540,AVCO,Avalon GloboCare Corp.,Healthcare,Medical Care Facilities,USA
541,AVCT,"American Virtual Cloud Technologies, Inc.",Financial,Shell Companies,USA
542,AVD,American Vanguard Corporation,Basic Materials,Agricultural Inputs,USA
543,AVDL,Avadel Pharmaceuticals plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland
544,AVEO,"AVEO Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
545,AVGO,Broadcom Inc.,Technology,Semiconductors,USA
546,AVGR,"Avinger, Inc.",Healthcare,Medical Devices,USA
547,AVID,"Avid Technology, Inc.",Communication Services,Electronic Gaming & Multimedia,USA
548,AVIR,"Atea Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
549,AVK,Advent Convertible and Income Fund,Financial,Closed-End Fund - Debt,USA
550,AVLR,"Avalara, Inc.",Technology,Software - Application,USA
551,AVNS,"Avanos Medical, Inc.",Healthcare,Medical Devices,USA
552,AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,USA
553,AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment,USA
554,AVO,"Mission Produce, Inc.",Consumer Defensive,Farm Products,USA
555,AVRO,"AVROBIO, Inc.",Healthcare,Biotechnology,USA
556,AVT,"Avnet, Inc.",Technology,Electronics & Computer Distribution,USA
557,AVTR,"Avantor, Inc.",Basic Materials,Specialty Chemicals,USA
558,AVXL,Anavex Life Sciences Corp.,Healthcare,Biotechnology,USA
559,AVY,Avery Dennison Corporation,Industrials,Business Equipment & Supplies,USA
560,AVYA,Avaya Holdings Corp.,Technology,Software - Application,USA
561,AWF,AllianceBernstein Global High Income Fund,Financial,Closed-End Fund - Debt,USA
562,AWH,Aspira Women's Health Inc.,Healthcare,Diagnostics & Research,USA
563,AWI,"Armstrong World Industries, Inc.",Industrials,Building Products & Equipment,USA
564,AWK,"American Water Works Company, Inc.",Utilities,Utilities - Regulated Water,USA
565,AWP,Aberdeen Global Premier Properties Fund,Financial,Closed-End Fund - Foreign,USA
566,AWR,American States Water Company,Utilities,Utilities - Regulated Water,USA
567,AWRE,"Aware, Inc.",Technology,Software - Application,USA
568,AWX,Avalon Holdings Corporation,Industrials,Waste Management,USA
569,AX,"Axos Financial, Inc.",Financial,Banks - Regional,USA
570,AXAS,Abraxas Petroleum Corporation,Energy,Oil & Gas E&P,USA
571,AXDX,"Accelerate Diagnostics, Inc.",Healthcare,Diagnostics & Research,USA
572,AXGN,"AxoGen, Inc.",Healthcare,Medical Devices,USA
573,AXL,"American Axle & Manufacturing Holdings, Inc.",Consumer Cyclical,Auto Parts,USA
574,AXLA,Axcella Health Inc.,Healthcare,Biotechnology,USA
575,AXNX,"Axonics, Inc.",Healthcare,Medical Devices,USA
576,AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA
577,AXP,American Express Company,Financial,Credit Services,USA
578,AXR,AMREP Corporation,Real Estate,Real Estate Services,USA
579,AXS,AXIS Capital Holdings Limited,Financial,Insurance - Property & Casualty,Bermuda
580,AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology,USA
581,AXTA,Axalta Coating Systems Ltd.,Basic Materials,Specialty Chemicals,USA
582,AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,USA
583,AXU,Alexco Resource Corp.,Basic Materials,Other Precious Metals & Mining,Canada
584,AY,Atlantica Sustainable Infrastructure plc,Utilities,Utilities - Renewable,United Kingdom
585,AYI,"Acuity Brands, Inc.",Industrials,Electrical Equipment & Parts,USA
586,AYLA,"Ayala Pharmaceuticals, Inc.",Healthcare,Biotechnology,Israel
587,AYRO,"Ayro, Inc.",Consumer Cyclical,Auto Manufacturers,USA
588,AYTU,"Aytu Biopharma, Inc.",Healthcare,Biotechnology,USA
589,AYX,"Alteryx, Inc.",Technology,Software - Application,USA
590,AZEK,The AZEK Company Inc.,Industrials,Building Products & Equipment,USA
591,AZN,AstraZeneca PLC,Healthcare,Drug Manufacturers - General,United Kingdom
592,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA
593,AZPN,"Aspen Technology, Inc.",Technology,Software - Application,USA
594,AZRE,Azure Power Global Limited,Utilities,Utilities - Renewable,India
595,AZRX,"AzurRx BioPharma, Inc.",Healthcare,Biotechnology,USA
596,AZUL,Azul S.A.,Industrials,Airlines,Brazil
597,AZYO,"Aziyo Biologics, Inc.",Healthcare,Medical Devices,USA
598,AZZ,AZZ Inc.,Industrials,Electrical Equipment & Parts,USA
599,B,Barnes Group Inc.,Industrials,Specialty Industrial Machinery,USA
600,BA,The Boeing Company,Industrials,Aerospace & Defense,USA
601,BABA,Alibaba Group Holding Limited,Consumer Cyclical,Internet Retail,China
602,BAC,Bank of America Corporation,Financial,Banks - Diversified,USA
603,BAH,Booz Allen Hamilton Holding Corporation,Industrials,Consulting Services,USA
604,BAK,Braskem S.A.,Basic Materials,Chemicals,Brazil
605,BALY,Bally's Corporation,Consumer Cyclical,Resorts & Casinos,USA
606,BAM,Brookfield Asset Management Inc.,Financial,Asset Management,Canada
607,BANC,"Banc of California, Inc.",Financial,Banks - Regional,USA
608,BAND,Bandwidth Inc.,Technology,Software - Infrastructure,USA
609,BANF,BancFirst Corporation,Financial,Banks - Regional,USA
610,BANR,Banner Corporation,Financial,Banks - Regional,USA
611,BANX,StoneCastle Financial Corp.,Financial,Asset Management,USA
612,BAOS,Baosheng Media Group Holdings Limited,Communication Services,Advertising Agencies,China
613,BAP,Credicorp Ltd.,Financial,Banks - Regional,Peru
614,BATL,Battalion Oil Corporation,Energy,Oil & Gas E&P,USA
615,BATRA,The Liberty Braves Group,Communication Services,Entertainment,USA
616,BATRK,The Liberty Braves Group,Communication Services,Entertainment,USA
617,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,USA
618,BB,BlackBerry Limited,Technology,Software - Infrastructure,Canada
619,BBAR,Banco BBVA Argentina S.A.,Financial,Banks - Regional,Argentina
620,BBBY,Bed Bath & Beyond Inc.,Consumer Cyclical,Specialty Retail,USA
621,BBCP,"Concrete Pumping Holdings, Inc.",Industrials,Engineering & Construction,USA
622,BBD,Banco Bradesco S.A.,Financial,Banks - Regional,Brazil
623,BBDC,"Barings BDC, Inc.",Financial,Credit Services,USA
624,BBGI,"Beasley Broadcast Group, Inc.",Communication Services,Broadcasting,USA
625,BBI,"Brickell Biotech, Inc.",Healthcare,Biotechnology,USA
626,BBIG,"Vinco Ventures, Inc.",Consumer Cyclical,Leisure,USA
627,BBIO,"BridgeBio Pharma, Inc.",Healthcare,Biotechnology,USA
628,BBL,BHP Group,Basic Materials,Other Industrial Metals & Mining,Australia
629,BBN,BlackRock Taxable Municipal Bond Trust,Financial,Closed-End Fund - Debt,USA
630,BBQ,"BBQ Holdings, Inc.",Consumer Cyclical,Restaurants,USA
631,BBSI,"Barrett Business Services, Inc.",Industrials,Staffing & Employment Services,USA
